Frame,Leader,Follower,Top Left,Top Middle,Top Right,Middle Left,Middle Right,Bottom Left,Bottom Middle,Bottom Right
3,7,0,0,0,0,0,0,12,0,0
3,11,0,0,3,0,0,0,0,0,0
4,3,0,0,11,0,0,0,0,0,0
4,7,0,0,0,0,0,0,12,0,0
4,11,3,0,0,0,0,0,0,3,0
5,3,11,0,0,0,0,0,0,11,0
5,11,3,0,0,0,0,0,0,3,0
5,12,0,7,0,0,0,0,0,0,0
6,3,11,0,0,0,0,0,0,11,0
6,11,3,0,0,0,0,0,0,3,0
6,12,0,7,0,0,0,0,0,0,0
6,16,0,0,13,0,0,0,0,0,0
7,3,0,0,11,0,0,0,0,0,0
7,7,0,0,0,0,0,0,12,0,0
7,11,3,0,0,0,0,0,0,3,0
8,3,0,0,11,0,0,0,0,0,0
8,7,0,0,0,0,0,0,12,0,0
8,11,0,0,3,0,0,0,0,0,0
8,12,0,0,0,0,0,0,7,0,0
8,12,0,0,0,0,0,17,0,0,0
8,17,0,0,0,0,0,12,0,0,0
9,3,0,0,11,0,0,0,0,0,0
9,7,0,0,0,0,0,0,12,0,0
9,11,0,0,3,0,0,0,0,0,0
9,12,0,0,0,0,0,0,7,0,0
9,12,0,0,0,0,0,17,0,0,0
9,17,0,0,0,0,0,12,0,0,0
10,3,0,0,11,0,0,0,0,0,0
10,11,0,0,3,0,0,0,0,0,0
10,12,0,0,0,0,0,0,7,0,0
10,12,0,0,0,0,0,17,0,0,0
11,3,11,0,0,0,0,0,0,11,0
11,7,0,0,0,0,0,0,12,0,0
11,11,0,0,3,0,0,0,0,0,0
11,12,0,0,0,7,0,0,0,0,0
11,12,0,0,0,0,17,0,0,0,0
11,17,0,0,0,0,0,12,0,0,0
12,3,11,0,0,0,0,0,0,11,0
12,7,0,0,0,0,0,0,12,0,0
12,11,0,0,3,0,0,0,0,0,0
12,12,0,0,0,7,0,0,0,0,0
12,12,0,0,0,0,17,0,0,0,0
12,17,0,0,0,0,0,12,0,0,0
13,7,0,0,0,0,0,0,12,0,0
13,11,0,0,3,0,0,0,0,0,0
13,12,0,0,0,7,0,0,0,0,0
13,12,0,0,0,0,17,0,0,0,0
13,17,0,0,0,0,0,12,0,0,0
14,3,0,0,11,0,0,0,0,0,0
14,7,0,0,0,0,0,0,12,0,0
14,11,3,0,0,0,0,0,0,3,0
14,12,0,0,0,7,0,0,0,0,0
14,12,0,0,0,0,17,0,0,0,0
14,17,0,0,0,0,0,12,0,0,0
15,7,0,0,0,0,0,0,12,0,0
15,17,0,0,0,0,0,12,0,0,0
16,3,11,0,0,0,0,0,0,11,0
16,7,0,0,0,0,0,0,12,0,0
16,11,0,0,3,0,0,0,0,0,0
16,17,0,0,0,0,0,12,0,0,0
17,7,0,0,0,0,0,0,12,0,0
18,3,11,0,0,0,0,0,0,11,0
18,7,0,0,0,0,0,0,12,0,0
18,12,0,0,0,7,0,0,0,0,0
18,12,0,0,0,0,17,0,0,0,0
18,17,0,0,0,0,0,12,0,0,0
19,7,0,0,0,0,0,0,12,0,0
19,11,0,0,3,0,0,0,0,0,0
19,12,0,0,0,7,0,0,0,0,0
19,12,0,0,0,0,17,0,0,0,0
19,17,0,0,0,0,0,12,0,0,0
19,20,0,0,0,0,0,0,0,0,22
19,22,0,20,0,0,0,0,0,0,0
20,3,11,0,0,0,0,0,0,11,0
20,7,0,0,0,0,0,0,12,0,0
20,11,0,0,3,0,0,0,0,0,0
20,17,0,0,0,0,0,12,0,0,0
20,20,0,0,0,0,0,0,0,0,22
20,22,0,20,0,0,0,0,0,0,0
21,3,11,0,0,0,0,0,0,11,0
21,7,0,0,0,12,0,0,0,0,0
21,11,3,0,0,0,0,0,0,3,0
21,12,0,0,0,0,0,0,7,0,0
21,12,0,0,0,0,0,17,0,0,0
21,17,0,0,0,0,0,12,0,0,0
21,20,0,0,0,0,0,0,0,0,22
21,22,0,20,0,0,0,0,0,0,0
22,7,0,0,0,12,0,0,0,0,0
22,11,3,0,0,0,0,0,0,3,0
22,12,0,0,0,0,0,0,7,0,0
22,20,0,0,0,0,0,0,0,0,22
22,22,0,20,0,0,0,0,0,0,0
23,7,0,0,0,12,0,0,0,0,0
23,11,3,0,0,0,0,0,0,3,0
23,12,0,0,0,0,0,0,7,0,0
23,20,0,22,0,0,0,0,0,0,0
23,22,0,20,0,0,0,0,0,0,0
23,22,23,0,0,0,0,0,23,0,0
24,3,11,0,0,0,0,0,0,11,0
24,7,0,0,0,12,0,0,0,0,0
24,11,3,0,0,0,0,0,0,3,0
24,20,0,0,0,0,0,0,0,0,22
24,22,0,20,0,0,0,0,0,0,0
24,22,23,0,0,0,0,0,23,0,0
24,23,0,0,0,22,0,0,0,0,0
25,3,0,0,11,0,0,0,0,0,0
25,7,0,0,0,0,0,0,12,0,0
25,11,3,0,0,0,0,0,0,3,0
25,12,0,0,0,7,0,0,0,0,0
25,12,0,0,0,0,17,0,0,0,0
25,19,0,0,0,0,0,0,24,0,0
25,20,0,0,0,0,0,0,0,0,22
25,22,0,20,0,0,0,0,0,0,0
25,22,23,0,0,0,0,0,23,0,0
25,23,0,0,0,22,0,0,0,0,0
26,3,11,0,0,0,0,0,0,11,0
26,7,0,0,0,0,0,0,12,0,0
26,11,0,0,3,0,0,0,0,0,0
26,12,0,0,0,7,0,0,0,0,0
26,12,0,0,0,0,17,0,0,0,0
26,17,0,0,0,0,0,12,0,0,0
26,23,0,0,0,22,0,0,0,0,0
26,24,0,0,0,19,0,0,0,0,0
27,3,11,0,0,0,0,0,0,11,0
27,7,0,0,0,0,0,0,12,0,0
27,11,0,0,3,0,0,0,0,0,0
27,12,0,0,0,7,0,0,0,0,0
27,12,0,0,0,0,17,0,0,0,0
27,17,0,0,0,0,0,12,0,0,0
27,19,0,0,0,24,0,0,0,0,0
27,20,0,0,0,0,0,0,0,0,22
27,22,0,20,0,0,0,0,0,0,0
27,22,23,0,0,0,0,0,23,0,0
27,23,0,0,0,22,0,0,0,0,0
27,24,0,0,0,0,0,0,19,0,0
28,3,0,0,11,0,0,0,0,0,0
28,7,0,0,0,0,0,0,12,0,0
28,11,3,0,0,0,0,0,0,3,0
28,12,0,0,0,7,0,0,0,0,0
28,12,0,0,0,0,17,0,0,0,0
28,17,0,0,0,0,0,12,0,0,0
28,19,0,0,0,0,0,0,24,0,0
28,22,0,20,0,0,0,0,0,0,0
28,22,23,0,0,0,0,0,23,0,0
28,23,0,0,0,22,0,0,0,0,0
28,24,0,0,0,19,0,0,0,0,0
29,3,0,0,11,0,0,0,0,0,0
29,7,0,0,0,0,0,0,12,0,0
29,11,3,0,0,0,0,0,0,3,0
29,12,0,0,0,7,0,0,0,0,0
29,12,0,0,0,0,17,0,0,0,0
29,17,0,0,0,0,0,12,0,0,0
29,19,0,0,0,0,0,0,24,0,0
29,20,0,0,0,0,0,0,0,0,22
29,22,0,20,0,0,0,0,0,0,0
29,22,23,0,0,0,0,0,23,0,0
29,23,0,0,0,22,0,0,0,0,0
29,24,0,0,0,19,0,0,0,0,0
30,3,0,0,11,0,0,0,0,0,0
30,12,0,0,0,7,0,0,0,0,0
30,12,0,0,0,0,17,0,0,0,0
30,17,0,0,0,0,0,12,0,0,0
30,19,0,0,0,0,0,0,24,0,0
30,22,0,20,0,0,0,0,0,0,0
30,22,23,0,0,0,0,0,23,0,0
30,23,0,0,0,22,0,0,0,0,0
30,24,0,0,0,19,0,0,0,0,0
31,11,3,0,0,0,0,0,0,3,0
31,12,0,0,0,7,0,0,0,0,0
31,12,0,0,0,0,17,0,0,0,0
31,17,0,0,0,0,0,12,0,0,0
31,19,0,0,0,0,0,0,24,0,0
31,20,0,0,0,0,0,0,0,0,22
31,23,0,0,0,22,0,0,0,0,0
32,11,0,0,3,0,0,0,0,0,0
32,17,0,0,0,0,0,12,0,0,0
32,19,0,0,0,24,0,0,0,0,0
32,23,0,0,0,22,0,0,0,0,0
32,24,0,0,0,0,0,0,19,0,0
33,3,11,0,0,0,0,0,0,11,0
33,11,3,0,0,0,0,0,0,3,0
33,17,0,0,0,0,0,12,0,0,0
33,19,0,0,0,24,0,0,0,0,0
33,19,26,0,0,0,0,0,26,0,0
33,20,0,0,0,0,0,0,0,0,22
33,22,0,20,0,0,0,0,0,0,0
33,22,23,0,0,0,0,0,23,0,0
33,23,0,0,0,22,0,0,0,0,0
33,24,0,0,0,19,0,0,0,0,0
34,4,0,27,0,0,0,0,0,0,0
34,11,3,0,0,0,0,0,0,3,0
34,12,0,0,0,0,0,0,7,0,0
34,12,0,0,0,0,0,17,0,0,0
34,17,0,0,0,0,0,12,0,0,0
34,19,0,0,0,0,0,0,24,0,0
34,19,0,0,0,26,0,0,0,0,0
34,22,0,20,0,0,0,0,0,0,0
34,22,23,0,0,0,0,0,23,0,0
34,23,0,0,0,22,0,0,0,0,0
34,24,0,0,0,19,0,0,0,0,0
35,3,0,0,11,0,0,0,0,0,0
35,7,0,0,0,0,0,0,12,0,0
35,11,0,0,3,0,0,0,0,0,0
35,12,0,0,0,0,0,0,7,0,0
35,12,0,0,0,0,0,17,0,0,0
35,17,0,0,0,0,0,12,0,0,0
35,19,0,0,0,0,0,0,24,0,0
35,19,0,0,0,26,0,0,0,0,0
35,20,0,0,0,0,0,0,0,0,22
35,22,0,20,0,0,0,0,0,0,0
35,22,23,0,0,0,0,0,23,0,0
35,23,0,0,0,22,0,0,0,0,0
35,24,0,0,0,19,0,0,0,0,0
35,26,0,0,0,19,0,0,0,0,0
36,3,0,0,11,0,0,0,0,0,0
36,7,0,0,0,0,0,0,12,0,0
36,11,0,0,3,0,0,0,0,0,0
36,17,0,0,0,0,0,12,0,0,0
36,19,0,0,0,0,0,0,24,0,0
36,19,0,0,0,26,0,0,0,0,0
36,20,0,0,0,0,0,0,0,0,22
36,22,0,20,0,0,0,0,0,0,0
36,22,23,0,0,0,0,0,23,0,0
36,23,0,0,0,22,0,0,0,0,0
36,24,0,0,0,0,0,0,19,0,0
36,25,0,0,0,28,0,0,0,0,0
37,3,11,0,0,0,0,0,0,11,0
37,7,0,0,0,0,0,0,12,0,0
37,11,0,0,3,0,0,0,0,0,0
37,12,0,0,0,7,0,0,0,0,0
37,12,0,0,0,0,17,0,0,0,0
37,17,0,0,0,0,0,12,0,0,0
37,20,0,0,0,0,0,0,0,0,22
37,22,0,20,0,0,0,0,0,0,0
37,22,23,0,0,0,0,0,23,0,0
37,23,0,0,0,22,0,0,0,0,0
37,24,0,0,0,19,0,0,0,0,0
37,28,0,0,0,25,0,0,0,0,0
38,7,0,0,0,0,0,0,12,0,0
38,7,0,29,0,0,0,0,0,0,0
38,11,3,0,0,0,0,0,0,3,0
38,12,0,0,0,7,0,0,0,0,0
38,12,0,0,0,0,17,0,0,0,0
38,12,0,0,29,0,0,0,0,0,0
38,17,0,0,0,0,0,12,0,0,0
38,17,0,0,0,29,0,0,0,0,0
38,19,0,0,0,24,0,0,0,0,0
38,19,26,0,0,0,0,0,26,0,0
38,20,0,22,0,0,0,0,0,0,0
38,22,0,20,0,0,0,0,0,0,0
38,22,23,0,0,0,0,0,23,0,0
38,23,0,0,0,22,0,0,0,0,0
38,24,0,0,0,19,0,0,0,0,0
38,28,0,0,0,25,0,0,0,0,0
39,7,0,0,0,0,0,0,12,0,0
39,7,0,29,0,0,0,0,0,0,0
39,11,0,0,3,0,0,0,0,0,0
39,12,0,0,0,7,0,0,0,0,0
39,12,0,0,0,0,17,0,0,0,0
39,12,0,0,29,0,0,0,0,0,0
39,17,0,0,0,0,0,12,0,0,0
39,17,0,0,0,29,0,0,0,0,0
39,19,0,0,0,24,0,0,0,0,0
39,19,26,0,0,0,0,0,26,0,0
39,22,0,20,0,0,0,0,0,0,0
39,22,23,0,0,0,0,0,23,0,0
39,23,0,0,0,22,0,0,0,0,0
39,24,0,0,0,19,0,0,0,0,0
39,26,19,0,0,0,0,0,19,0,0
39,28,0,0,0,25,0,0,0,0,0
39,29,0,0,0,0,0,0,0,0,7
39,29,12,0,0,0,0,0,0,12,0
39,29,0,0,0,0,0,0,17,0,0
40,19,0,0,0,0,0,0,24,0,0
40,19,0,0,0,26,0,0,0,0,0
40,20,0,0,0,0,0,0,0,0,22
40,23,0,0,0,22,0,0,0,0,0
40,24,0,0,0,19,0,0,0,0,0
40,25,0,0,0,28,0,0,0,0,0
40,26,19,0,0,0,0,0,19,0,0
40,29,0,0,0,0,0,0,0,0,7
40,29,12,0,0,0,0,0,0,12,0
40,29,0,0,0,0,0,0,17,0,0
41,3,0,0,11,0,0,0,0,0,0
41,11,3,0,0,0,0,0,0,3,0
41,12,0,0,0,7,0,0,0,0,0
41,12,0,0,0,0,17,0,0,0,0
41,12,0,0,29,0,0,0,0,0,0
41,17,0,0,0,0,0,12,0,0,0
41,17,0,0,0,29,0,0,0,0,0
41,19,0,0,0,0,0,0,24,0,0
41,19,0,0,0,26,0,0,0,0,0
41,20,0,0,0,0,0,0,0,0,22
41,22,0,20,0,0,0,0,0,0,0
41,22,23,0,0,0,0,0,23,0,0
41,23,0,0,0,22,0,0,0,0,0
41,24,0,0,0,0,0,0,19,0,0
41,25,28,0,0,0,0,0,28,0,0
41,26,19,0,0,0,0,0,19,0,0
41,28,0,0,0,25,0,0,0,0,0
41,29,0,0,0,0,0,0,0,0,7
41,29,12,0,0,0,0,0,0,12,0
41,29,0,0,0,0,0,0,17,0,0
42,11,3,0,0,0,0,0,0,3,0
42,12,0,0,0,7,0,0,0,0,0
42,12,0,0,0,0,17,0,0,0,0
42,12,0,0,29,0,0,0,0,0,0
42,17,0,0,0,0,12,0,0,0,0
42,17,0,0,0,0,0,0,29,0,0
42,19,0,0,0,0,0,0,24,0,0
42,19,0,0,0,26,0,0,0,0,0
42,20,0,0,0,0,0,0,0,0,22
42,22,0,20,0,0,0,0,0,0,0
42,22,23,0,0,0,0,0,23,0,0
42,23,0,0,0,22,0,0,0,0,0
42,24,0,0,0,19,0,0,0,0,0
42,25,28,0,0,0,0,0,28,0,0
42,28,0,0,0,25,0,0,0,0,0
42,29,0,0,0,0,0,0,0,0,7
42,29,12,0,0,0,0,0,0,12,0
42,29,0,0,0,0,0,0,17,0,0
43,7,0,0,0,0,0,0,12,0,0
43,7,0,29,0,0,0,0,0,0,0
43,9,0,0,0,0,0,31,0,0,0
43,11,3,0,0,0,0,0,0,3,0
43,12,0,0,0,7,0,0,0,0,0
43,12,0,0,0,0,17,0,0,0,0
43,12,0,0,29,0,0,0,0,0,0
43,17,0,0,0,0,0,12,0,0,0
43,17,0,0,0,29,0,0,0,0,0
43,19,0,0,0,0,0,0,24,0,0
43,19,0,0,0,26,0,0,0,0,0
43,22,0,20,0,0,0,0,0,0,0
43,22,23,0,0,0,0,0,23,0,0
43,23,0,0,0,22,0,0,0,0,0
43,24,0,0,0,19,0,0,0,0,0
43,25,28,0,0,0,0,0,28,0,0
43,28,0,0,0,25,0,0,0,0,0
43,29,0,0,0,0,0,0,0,0,7
43,29,12,0,0,0,0,0,0,12,0
43,29,0,0,0,0,0,0,17,0,0
44,7,0,0,0,0,0,0,12,0,0
44,7,0,29,0,0,0,0,0,0,0
44,9,0,0,0,0,0,31,0,0,0
44,11,0,0,3,0,0,0,0,0,0
44,19,0,0,0,0,0,0,24,0,0
44,19,0,0,0,26,0,0,0,0,0
44,20,0,22,0,0,0,0,0,0,0
44,22,0,20,0,0,0,0,0,0,0
44,22,23,0,0,0,0,0,23,0,0
44,23,0,0,0,22,0,0,0,0,0
44,24,0,0,0,19,0,0,0,0,0
44,25,28,0,0,0,0,0,28,0,0
44,28,0,0,0,25,0,0,0,0,0
44,29,0,0,0,0,0,0,0,0,7
44,29,12,0,0,0,0,0,0,12,0
44,29,0,0,0,0,0,0,17,0,0
45,3,11,0,0,0,0,0,0,11,0
45,9,0,0,0,0,0,31,0,0,0
45,11,0,0,3,0,0,0,0,0,0
45,19,0,0,0,0,0,0,24,0,0
45,19,0,0,0,26,0,0,0,0,0
45,22,0,20,0,0,0,0,0,0,0
45,22,23,0,0,0,0,0,23,0,0
45,23,0,0,0,22,0,0,0,0,0
45,24,0,0,0,19,0,0,0,0,0
45,25,28,0,0,0,0,0,28,0,0
45,28,0,0,0,25,0,0,0,0,0
45,29,0,0,0,0,0,0,0,0,7
45,29,12,0,0,0,0,0,0,12,0
45,29,0,0,0,0,0,0,17,0,0
46,7,0,0,0,0,0,0,12,0,0
46,7,0,29,0,0,0,0,0,0,0
46,11,3,0,0,0,0,0,0,3,0
46,17,0,0,0,0,0,12,0,0,0
46,17,0,0,0,29,0,0,0,0,0
46,19,0,0,0,0,0,0,24,0,0
46,19,0,0,0,26,0,0,0,0,0
46,20,0,0,0,0,0,0,0,0,22
46,22,0,20,0,0,0,0,0,0,0
46,22,23,0,0,0,0,0,23,0,0
46,23,0,0,0,22,0,0,0,0,0
46,24,0,0,0,19,0,0,0,0,0
46,25,28,0,0,0,0,0,28,0,0
46,28,0,0,0,25,0,0,0,0,0
46,29,0,0,0,0,0,0,0,0,7
46,29,12,0,0,0,0,0,0,12,0
46,29,0,0,0,0,0,0,17,0,0
47,3,0,0,11,0,0,0,0,0,0
47,11,3,0,0,0,0,0,0,3,0
47,12,0,0,0,0,0,0,7,0,0
47,12,0,0,0,0,0,17,0,0,0
47,12,29,0,0,0,0,0,0,29,0
47,17,0,0,0,0,12,0,0,0,0
47,17,0,0,0,0,0,0,29,0,0
47,22,0,20,0,0,0,0,0,0,0
47,22,23,0,0,0,0,0,23,0,0
47,23,0,0,0,22,0,0,0,0,0
47,24,0,0,0,19,0,0,0,0,0
47,28,0,0,0,25,0,0,0,0,0
47,29,0,0,0,0,0,0,0,0,7
47,29,12,0,0,0,0,0,0,12,0
47,29,0,0,0,0,0,0,17,0,0
48,3,0,0,11,0,0,0,0,0,0
48,7,0,0,0,0,0,0,12,0,0
48,7,0,29,0,0,0,0,0,0,0
48,11,0,0,3,0,0,0,0,0,0
48,12,0,0,0,0,0,0,7,0,0
48,12,0,0,0,0,0,17,0,0,0
48,12,29,0,0,0,0,0,0,29,0
48,17,0,0,0,0,12,0,0,0,0
48,17,0,0,0,0,0,0,29,0,0
48,19,0,0,0,0,0,0,24,0,0
48,19,0,0,0,26,0,0,0,0,0
48,20,0,0,0,0,0,0,0,0,22
48,22,0,20,0,0,0,0,0,0,0
48,22,23,0,0,0,0,0,23,0,0
48,23,0,0,0,22,0,0,0,0,0
48,24,0,0,0,19,0,0,0,0,0
48,25,28,0,0,0,0,0,28,0,0
48,28,0,0,0,25,0,0,0,0,0
48,29,0,7,0,0,0,0,0,0,0
48,29,0,0,12,0,0,0,0,0,0
48,29,0,0,0,17,0,0,0,0,0
49,7,0,0,0,0,0,0,12,0,0
49,7,0,29,0,0,0,0,0,0,0
49,9,0,0,0,0,0,31,0,0,0
49,11,0,0,3,0,0,0,0,0,0
49,12,0,0,0,7,0,0,0,0,0
49,12,0,0,0,0,17,0,0,0,0
49,12,0,0,29,0,0,0,0,0,0
49,17,0,0,0,29,0,0,0,0,0
49,19,0,0,0,0,0,0,24,0,0
49,19,0,0,0,26,0,0,0,0,0
49,23,0,0,0,22,0,0,0,0,0
49,24,0,0,0,19,0,0,0,0,0
49,28,0,0,0,25,0,0,0,0,0
49,29,0,0,0,0,0,0,0,0,7
49,29,12,0,0,0,0,0,0,12,0
49,29,0,0,0,0,0,0,17,0,0
50,7,0,0,0,0,0,0,12,0,0
50,7,0,29,0,0,0,0,0,0,0
50,9,0,0,0,0,0,31,0,0,0
50,11,0,0,3,0,0,0,0,0,0
50,12,0,0,0,7,0,0,0,0,0
50,12,0,0,0,0,17,0,0,0,0
50,12,0,0,29,0,0,0,0,0,0
50,19,0,0,0,0,0,0,24,0,0
50,19,0,0,0,26,0,0,0,0,0
50,22,0,20,0,0,0,0,0,0,0
50,22,23,0,0,0,0,0,23,0,0
50,23,0,0,0,22,0,0,0,0,0
50,25,0,0,0,28,0,0,0,0,0
50,27,32,0,0,0,0,0,32,0,0
50,28,0,0,0,25,0,0,0,0,0
50,29,0,0,0,0,0,0,0,0,7
50,29,12,0,0,0,0,0,0,12,0
50,29,0,0,0,0,0,0,17,0,0
50,29,0,32,0,0,0,0,0,0,0
51,3,11,0,0,0,0,0,0,11,0
51,7,0,0,0,0,0,0,12,0,0
51,7,0,29,0,0,0,0,0,0,0
51,9,0,0,0,0,0,31,0,0,0
51,11,3,0,0,0,0,0,0,3,0
51,17,0,0,0,29,0,0,0,0,0
51,19,0,0,0,0,0,0,24,0,0
51,19,0,0,0,26,0,0,0,0,0
51,20,0,0,0,0,0,0,0,0,22
51,22,0,20,0,0,0,0,0,0,0
51,22,23,0,0,0,0,0,23,0,0
51,23,0,0,0,22,0,0,0,0,0
51,24,0,0,0,19,0,0,0,0,0
51,25,28,0,0,0,0,0,28,0,0
51,26,19,0,0,0,0,0,19,0,0
51,27,32,0,0,0,0,0,32,0,0
51,28,0,0,0,25,0,0,0,0,0
51,29,0,0,0,0,0,0,0,0,7
51,29,12,0,0,0,0,0,0,12,0
51,29,0,0,0,0,0,0,17,0,0
51,29,0,0,27,0,0,0,0,0,0
51,29,0,32,0,0,0,0,0,0,0
51,32,0,0,0,27,0,0,0,0,0
51,32,0,0,0,0,0,0,0,0,29
52,3,11,0,0,0,0,0,0,11,0
52,7,0,0,0,0,0,0,12,0,0
52,7,0,29,0,0,0,0,0,0,0
52,9,0,0,0,0,0,31,0,0,0
52,11,3,0,0,0,0,0,0,3,0
52,12,0,0,0,0,0,0,7,0,0
52,12,0,0,0,0,0,17,0,0,0
52,12,29,0,0,0,0,0,0,29,0
52,17,0,0,0,29,0,0,0,0,0
52,19,0,0,0,0,0,0,24,0,0
52,19,0,0,0,26,0,0,0,0,0
52,20,0,0,0,0,0,0,0,0,22
52,22,0,20,0,0,0,0,0,0,0
52,22,23,0,0,0,0,0,23,0,0
52,23,0,0,0,22,0,0,0,0,0
52,24,0,0,0,19,0,0,0,0,0
52,26,19,0,0,0,0,0,19,0,0
52,27,32,0,0,0,0,0,32,0,0
52,28,0,0,0,25,0,0,0,0,0
52,29,0,0,0,0,0,0,0,0,7
52,29,12,0,0,0,0,0,0,12,0
52,29,0,0,0,0,0,0,17,0,0
52,29,0,0,27,0,0,0,0,0,0
52,29,0,32,0,0,0,0,0,0,0
52,32,0,0,0,27,0,0,0,0,0
52,32,0,0,0,0,0,0,0,0,29
53,3,0,0,11,0,0,0,0,0,0
53,7,0,0,0,0,0,0,12,0,0
53,7,0,29,0,0,0,0,0,0,0
53,12,0,0,0,0,0,0,7,0,0
53,12,0,0,0,0,0,0,0,0,17
53,19,0,0,0,0,0,0,24,0,0
53,19,0,0,0,26,0,0,0,0,0
53,20,0,0,0,0,0,0,0,0,22
53,23,0,0,0,22,0,0,0,0,0
53,26,19,0,0,0,0,0,19,0,0
53,27,32,0,0,0,0,0,32,0,0
53,28,0,0,0,25,0,0,0,0,0
53,29,0,0,0,0,0,0,0,0,7
53,29,12,0,0,0,0,0,0,12,0
53,29,0,0,0,0,0,0,17,0,0
53,29,0,0,27,0,0,0,0,0,0
53,29,0,32,0,0,0,0,0,0,0
53,32,0,0,0,27,0,0,0,0,0
53,32,0,0,0,0,0,0,0,0,29
54,7,0,0,0,0,0,0,12,0,0
54,7,0,29,0,0,0,0,0,0,0
54,11,3,0,0,0,0,0,0,3,0
54,12,0,0,0,0,0,0,7,0,0
54,12,0,0,0,0,0,0,0,0,17
54,19,0,0,0,0,0,0,24,0,0
54,19,0,0,0,26,0,0,0,0,0
54,22,0,20,0,0,0,0,0,0,0
54,22,23,0,0,0,0,0,23,0,0
54,23,0,0,0,22,0,0,0,0,0
54,24,0,0,0,19,0,0,0,0,0
54,25,28,0,0,0,0,0,28,0,0
54,26,0,0,0,0,0,0,19,0,0
54,27,32,0,0,0,0,0,32,0,0
54,28,0,0,0,25,0,0,0,0,0
54,29,0,0,0,0,0,0,0,0,7
54,29,12,0,0,0,0,0,0,12,0
54,29,0,0,0,0,0,0,17,0,0
54,29,0,32,0,0,0,0,0,0,0
54,32,0,0,0,27,0,0,0,0,0
54,32,0,0,0,0,0,0,0,0,29
55,3,0,0,11,0,0,0,0,0,0
55,7,0,0,0,0,0,0,12,0,0
55,7,0,29,0,0,0,0,0,0,0
55,11,0,0,3,0,0,0,0,0,0
55,12,0,0,0,7,0,0,0,0,0
55,22,0,20,0,0,0,0,0,0,0
55,22,23,0,0,0,0,0,23,0,0
55,23,0,0,0,22,0,0,0,0,0
55,26,0,0,0,0,0,0,19,0,0
55,28,0,0,0,25,0,0,0,0,0
55,29,0,0,0,0,0,0,0,0,7
55,29,12,0,0,0,0,0,0,12,0
55,29,0,0,0,0,0,0,17,0,0
55,29,0,32,0,0,0,0,0,0,0
55,32,0,0,0,27,0,0,0,0,0
55,32,0,0,0,0,0,0,0,0,29
56,3,11,0,0,0,0,0,0,11,0
56,9,0,0,0,0,0,31,0,0,0
56,11,0,0,3,0,0,0,0,0,0
56,20,0,0,0,0,0,0,0,0,22
56,22,0,20,0,0,0,0,0,0,0
56,22,23,0,0,0,0,0,23,0,0
56,23,0,0,0,22,0,0,0,0,0
56,25,28,0,0,0,0,0,28,0,0
56,27,32,0,0,0,0,0,32,0,0
56,28,0,0,0,25,0,0,0,0,0
56,29,0,0,0,0,0,0,0,0,7
56,29,12,0,0,0,0,0,0,12,0
56,29,0,0,0,0,0,0,17,0,0
56,29,0,32,0,0,0,0,0,0,0
56,32,0,0,0,27,0,0,0,0,0
56,32,0,0,0,0,0,0,0,0,29
57,3,11,0,0,0,0,0,0,11,0
57,7,0,0,0,0,0,0,12,0,0
57,7,0,29,0,0,0,0,0,0,0
57,11,3,0,0,0,0,0,0,3,0
57,20,0,0,0,0,0,0,0,0,22
57,22,0,20,0,0,0,0,0,0,0
57,22,23,0,0,0,0,0,23,0,0
57,23,0,0,0,22,0,0,0,0,0
57,28,0,0,0,25,0,0,0,0,0
57,29,0,7,0,0,0,0,0,0,0
57,29,0,0,12,0,0,0,0,0,0
57,29,0,0,0,17,0,0,0,0,0
57,29,0,0,0,0,0,0,0,0,32
57,32,0,0,0,27,0,0,0,0,0
57,32,0,0,0,0,0,0,0,0,29
58,3,11,0,0,0,0,0,0,11,0
58,7,12,0,0,0,0,0,12,0,0
58,7,0,29,0,0,0,0,0,0,0
58,11,3,0,0,0,0,0,0,3,0
58,20,0,0,0,0,0,0,0,0,22
58,22,0,20,0,0,0,0,0,0,0
58,22,23,0,0,0,0,0,23,0,0
58,23,0,0,0,22,0,0,0,0,0
58,25,28,0,0,0,0,0,28,0,0
58,27,0,0,0,32,0,0,0,0,0
58,28,0,0,0,25,0,0,0,0,0
58,29,0,7,0,0,0,0,0,0,0
58,29,0,0,12,0,0,0,0,0,0
58,29,0,0,0,17,0,0,0,0,0
58,29,0,0,0,0,0,0,0,0,32
58,32,0,0,0,27,0,0,0,0,0
58,32,0,0,0,0,0,0,0,0,29
59,3,11,0,0,0,0,0,0,11,0
59,7,12,0,0,0,0,0,12,0,0
59,7,0,29,0,0,0,0,0,0,0
59,9,0,0,0,0,0,31,0,0,0
59,11,3,0,0,0,0,0,0,3,0
59,12,7,0,0,0,0,0,7,0,0
59,20,0,22,0,0,0,0,0,0,0
59,22,0,20,0,0,0,0,0,0,0
59,22,23,0,0,0,0,0,23,0,0
59,23,0,0,0,22,0,0,0,0,0
59,25,28,0,0,0,0,0,28,0,0
59,26,19,0,0,0,0,0,0,0,19
59,27,32,0,0,0,0,0,32,0,0
59,28,0,0,0,25,0,0,0,0,0
59,29,0,0,0,0,0,0,0,0,7
59,29,12,0,0,0,0,0,0,12,0
59,29,0,0,0,0,0,0,17,0,0
59,29,0,32,0,0,0,0,0,0,0
60,3,11,0,0,0,0,0,0,11,0
60,7,12,0,0,0,0,0,12,0,0
